id,conversation_id,username,in_reply_to_screen_name,full_text,image_url,tweet_url,lang,location,favorite_count,quote_count,reply_count,retweet_count,user_id,created_at
1985446697636676000,1985446697636676000,16309969,,Detecting Supply Chain Attacks in NPM PyPI and Docker: Real-World Techniques That Work https://t.co/at90LTrPtk https://t.co/jumwBQx1zD,https://pbs.twimg.com/media/G425QDCbUAAFl3M.jpg,0,en,Cleveland,1,0,0,0,,2025-11-04 03:39:15
1985406924406337800,1985406924406337800,SnoussiRachid,, Démasquer l'attaque : un CTF DevSecOps sur OpenShift Les attaques supply chain explosent : backdoor XZ Utils dans l écosystème Linux campagnes npm (Shai-Hulud PhantomRaven) ciblant mainteneurs et pipelines CI/CD. Résultat : fuites de secrets backdoors et propagation entre https://t.co/SU0HzUPEa3,https://pbs.twimg.com/media/G42UEtyWMAAixZg.jpg,https://x.com/SnoussiRachid/status/1985406924406337813,fr,Paris,1,0,0,0,791670518,2025-11-04 01:01:12
1985388595918549500,1985388595918549500,716348353915686912,,npm's October 2025 security overhaul introduces 90-day token limits and kills classic tokens. But the biggest supply chain attacks from XZ Utils to the... - https://t.co/wTmUMOX8wQ #npm #npmtokenlimit,,0,en,Colorado,0,0,0,0,,2025-11-03 23:48:22
1985382739617428000,1985382739617428000,Huntio,,️ PhantomRaven Supply-Chain Attack Hits 126 npm Packages 86 000+ Downloads https://t.co/htNrcRXLcE Security researchers at Koi Security uncovered a campaign named PhantomRaven where 126 malicious npm packages leveraged Remote Dynamic Dependencies (RDD) to hide code that,,https://x.com/Huntio/status/1985382739617427967,en,United States,2,0,0,0,1665789406026842000,2025-11-03 23:25:06
1985382183918543000,1985382183918543000,AndreGironda,,Growing threat of npm supply chain -- https://t.co/p6aGevyjVB,,https://x.com/AndreGironda/status/1985382183918543166,en,,2,0,0,0,327015253,2025-11-03 23:22:53
1985308904629133600,1984944339294831000,3961026612,Saadeghi,@Saadeghi When the kid becomes the grandpa someday he will say Gatsby was half a GB of node modules back in my days. The developer of trumpcard website decided to use nextjs on a 1 page website. It was the glorious days of npm and javascript before the supply chain attacks began! ,,0,en,Dubai,1,0,0,0,,2025-11-03 18:31:42
1985298986207490300,1985298986207490300,62983,,Supply Chain Attacks Are Spreading: NPM PyPI and Docker Hub All Hit in 2025 https://t.co/5RatB7fpLn,,0,en,Huesca-Zaragoza,0,0,0,0,,2025-11-03 17:52:18
1985270752594043100,1985270752594043100,771488794478542848,, npm post-install scripts weaponized in September s Shai-Hulud worm incident. Secure your Linux-based systems against these escalating supply chain risks. Here's how to act proactively. #hacking #cybersec #NetworkSecurity https://t.co/kCdV27fJtQ,,0,en,Midland Park,0,0,0,0,,2025-11-03 16:00:06
1985131195659923700,1985115275763830800,dev_skill_issue,TheDeFiRonin,@dora_shitcoins @Trenchooooor Lol sir I wrote the last major npm supply chain attack as a research project... https://t.co/sQzgRNrXJr,,https://x.com/dev_skill_issue/status/1985131195659923691,en,React Docs,5,0,1,2,1790065675198722000,2025-11-03 06:45:33
1985130668154585600,1985115275763830800,TheDeFiRonin,dev_skill_issue,@dev_skill_issue @Trenchooooor love what I am reading seems good to me well just careful with npm packages and supply chain attacks but you know all that don't you you gigabrain dev. $ZERA mode,,https://x.com/TheDeFiRonin/status/1985130668154585533,en,#DeFi,3,0,1,0,951575210494488600,2025-11-03 06:43:27
1985077127050342400,1985077127050342400,2330753384,,Just in: Major Supply-Chain Breach Hits NPM Packages https://t.co/eddCDl7OuT,,0,en,Dubai,0,0,0,0,,2025-11-03 03:10:42
1985073223684534800,1985000863782318300,523975883,goofieguru,@goofieguru @LukasHozda ew. C has a worse problem - dependencies that carry their security bugs through generations. the supply chain attack on cargo/npm can be solved in a well known documented way the problem with stale deps should be solved for each project individually. == not solved.,,0,en,Puerto Rico,0,0,0,1,,2025-11-03 02:55:12
1985035314646454800,1984896763707154700,goofieguru,peach2k2,@peach2k2 On the contrary. The rust devs are the JS devs. Yes you have a borrow checker but you also have a bunch of metaprogramming nobody understands and a package system where you can sneak in infinite numbers of exploits/supply-chain vulnerabilities like in npm.,,https://x.com/goofieguru/status/1985035314646454739,en,No longer in Europe,1,0,0,0,16840247,2025-11-03 00:24:33
1984985416106193200,1984985416106193200,fr0gger_,, OpenSource Malware an open database for tracking malicious open-source packages from npm PyPI GitHub repos! Great source of intel feed for supply-chain attacks! https://t.co/y6ELpxxX1S https://t.co/5k3nKPUbWV,https://pbs.twimg.com/media/G4wUsNxXwAEPzX_.jpg,https://x.com/fr0gger_/status/1984985416106193224,en,🇫🇷-🇦🇺,701,4,7,129,238993254,2025-11-02 21:06:17
1984947317242249500,1984947317242249500,1850159093266223104,,npm Supply Chain Attack Limited Damage But Lingering Risks in Crypto Security. The crypto ecosystem is still buzzing from the September 8 2025 npm supply chain attack where hackers compromised #Hacked #HackedWallet #WalletRecovery #Crypto #CryptoRecovery #Bitcoin #SOL https://t.co/bWlCfiTNi2,https://pbs.twimg.com/media/G4vzD85WAAADP-M.jpg,0,en,Central Huron,0,0,0,0,,2025-11-02 18:34:53
1984905729187205600,1984905725563547600,info_overwatch,info_overwatch,New supply chain attack PhantomRaven floods npm with malicious packages that exploit AI coding assistants Uses slopsquatting registering packages that LLMs hallucinate Steals tokens from NPM GitHub Actions GitLab CircleCI Developers now need to verify AI suggestions,,https://x.com/info_overwatch/status/1984905729187205513,en,Zurich,0,0,1,0,931317310823874600,2025-11-02 15:49:38
1984879287888191500,1984875438737670100,1638072296295522304,THHYPT,@THHYPT @Infinit_Labs With a flexible security approach and robust architecture Infinit Labs was able to avoid the impact of the npm supply chain attack.,,0,en,Surabaya,1,0,0,1,,2025-11-02 14:04:34
1984875438737670100,1984875438737670100,THHYPT,,️ @Infinit_Labs Security flex: survived September npm supply-chain scare with zero user impact. Why? Deterministic code &gt; AI hallucination agents plan but bytecode obeys. You preview every leg before signing; grandma-proof. Contrast with bridges that multi-sig away your https://t.co/ipUQ8qP0f6,https://pbs.twimg.com/media/G4uxlyjbQAIjUFD.jpg,https://x.com/THHYPT/status/1984875438737670149,en,,84,0,82,1,1093927357239328800,2025-11-02 13:49:16
1984780925629317400,1984645790229234000,devsaikan,mcuban,@mcuban @yishan That s a fair argument we re already seeing supply-chain attacks through NPM packages and those not verifying dependencies are paying the price. The chain of trust is fragile precisely because we trust the repo. The same principle applies to your concern.,,https://x.com/devsaikan/status/1984780925629317503,en,South FL,0,0,0,0,832342227217158100,2025-11-02 07:33:42
1984727304984019500,1984727304984019500,thenewstack,,2025 `State of CSS` survey results another npm packages attack and React Router gets a middleware feature. By @LoraineLawson https://t.co/yxRRRYkOjK,,https://x.com/thenewstack/status/1984727304984019414,en,We're Global 🌏,2,0,0,0,2327560616,2025-11-02 04:00:38
1984558117078909200,1983590128888009000,liran_tal,GetKoidex,@GetKoidex Good find. Reminds me of prior discovery and also lockfile-lint against lockfile injection attacks: https://t.co/0kZlrRcFDa,,https://x.com/liran_tal/status/1984558117078909259,en,https://lirantal.com,0,0,0,0,412133001,2025-11-01 16:48:21
1984533526356648200,1984533526356648200,eserozvataf,,izin verdiğimiz mcp tool'lar ileride supply chain attack (tedarik zinciri saldırısı)na uğrar mı acaba? ileride sürümleme kayıt v.s. gibi işin bugünkü kadar basit kalmayıp karmaşıklaşacağını düşünüyorum. NPM de belli bir olgunluğa geldikten sonra bayağı saldırıya uğramıştı. https://t.co/GJutE7HSk9,https://pbs.twimg.com/media/G4p6EIYW8AEeLbk.png,https://x.com/eserozvataf/status/1984533526356648100,tr,YouTube    →,7,0,0,0,2522271991,2025-11-01 15:10:38
1984522790628688100,1984522790628688100,TweetThreatNews,,Q3 2025 saw a surge in supply-chain and developer-tooling attacks with npm account phishing a self-replicating npm worm stealing GitHub tokens malicious VS Code extensions and AI-driven malware exploiting LLM APIs. #SupplyChain #npm #USA https://t.co/QoD0AwZeUh,,https://x.com/TweetThreatNews/status/1984522790628688072,en,Indonesia,0,0,0,0,1859780116014141400,2025-11-01 14:27:58
1984505635363332400,1984505635363332400,DaniloNori,,Researchers outline how the PhantomRaven campaign exploits hole in npm to enable software supply chain attacks. https://t.co/Mmj5VVPqFm,,https://x.com/DaniloNori/status/1984505635363332245,en,Orion Arm,0,0,0,0,1421965997519609900,2025-11-01 13:19:48
1984438413332734200,1984438413332734200,technews4869,,How Cloudflare s client-side security made the npm supply chain attack a non-event https://t.co/apowGN5L0U,,https://x.com/technews4869/status/1984438413332734097,en,日本,0,0,0,0,276986511,2025-11-01 08:52:41
1984410140699738600,1984410140699738600,browsertotal,, NPM Alert: Critical supply chain vulnerabilities found Popular packages compromised Backdoors in 234 packages 2.3M downloads before detection Your Node.js apps might be compromised Audit your NPM usage #NPMSecurity #OpenSource #DevSecOps https://t.co/Em5P0fNjnE,https://pbs.twimg.com/media/G4oKgcaXMAATens.jpg,https://x.com/browsertotal/status/1984410140699738597,en,,2,0,0,0,1931953933741613000,2025-11-01 07:00:20
1984387405298705000,1984387405298705000,blackwired32799,,Cybersecurity researchers have uncovered another active software supply chain attack campaign targeting the npm registry with over 100 malicious packages that can steal authentication tokens CI/CD secrets and GitHub credentials from developers' machines. https://t.co/bl9ydoffdD,,https://x.com/blackwired32799/status/1984387405298704818,en,,0,0,0,0,1840142506870116400,2025-11-01 05:30:00
1984382471446938000,1984382467500073200,xcybersecnews,xcybersecnews,https://t.co/j84HMwnQ7e,,https://x.com/xcybersecnews/status/1984382471446938026,zxx,Worldwide,0,0,0,0,1932887332392226800,2025-11-01 05:10:23
1984382467500073200,1984382467500073200,xcybersecnews,, Developers beware! The PhantomRaven attack is flooding npm with credential-stealing packages posing a serious threat to project security. Stay vigilant! #NPMsecurity #SupplyChainAttack ⤵️,,https://x.com/xcybersecnews/status/1984382467500073263,en,Worldwide,0,0,1,0,1932887332392226800,2025-11-01 05:10:22
1984330341247533300,1984330341247533300,SocketSecurity,,Still installing npm packages like it s 2020? Not all npm installs are treats. On the @changelog podcast @feross shares practical steps every developer should take to reduce exposure to supply chain attacks on npm. → https://t.co/LolvzNztAI #NodeJS #JavaScript https://t.co/qtILxB8Qs1,https://pbs.twimg.com/media/G4nB4lfW0AAAYl_.jpg,https://x.com/SocketSecurity/status/1984330341247533247,en,https://socket.dev/careers,9,1,0,2,1458247940640690200,2025-11-01 01:43:15
1984264606479430000,1984264606479430000,1117356436437315585,,New Post: PhantomRaven Attack Involves 126 Malicious npm Packages with Over 86 000 Downloads Hiding Malicious Code https://t.co/Zyevc0DuEx https://t.co/2yTwkUdMcr,https://pbs.twimg.com/media/G4mGJMSW0AAQYYK.jpg,0,en,Dallas,0,0,0,0,,2025-10-31 21:22:02
1984212233166164500,1984212233166164500,773561146792116225,,Securing the software supply chain: How distroless containers defend against npm malware attacks https://t.co/bkTaYusefR #cncf,,0,en,Boston,1,0,0,0,,2025-10-31 17:53:55
1984190602213314800,1984190602213314800,TweetThreatNews,,Recent npm supply chain attacks exploited GitHub Actions and unrotated tokens to publish malicious packages and leak 2 000+ secrets. Mitigations include token rotation and supply chain firewalls. #GitHub #SupplyChain #npm https://t.co/lURBU7CVAq,,https://x.com/TweetThreatNews/status/1984190602213314742,en,Indonesia,0,0,0,0,1859780116014141400,2025-10-31 16:27:58
1984189439933862100,1984189439933862100,Sal7one,,BTW npm got hit with another supply chain attack today How's your day going?,,https://x.com/Sal7one/status/1984189439933862269,en,Riyadh,1,0,0,0,1425187172466974700,2025-10-31 16:23:21
1984160145291522300,1984160145291522300,314472934,,Cybersecurity researchers have uncovered yet another active software supply chain attack campaign targeting the npm registry with over 100 malicious packages https://t.co/jyvtyhznMe,,0,en,Vienna,0,0,0,0,,2025-10-31 14:26:57
1984127980407488500,1984127976846586000,AwesomeCat1484,AwesomeCat1484, but everything else can then be disclosed. Wasn t that one of the selling points of OSS? More eyes better evaluation? Doesn t seem to be working very often these days (ton of npm supply chain attacks) but also seems to be working well when it does (xz backdoor),,https://x.com/AwesomeCat1484/status/1984127980407488551,en,,1,0,1,0,1827263454417449000,2025-10-31 12:19:08
1984092050808038000,1984092050808038000,18556520,,PhantomRaven Attack Exploits NPM s Unchecked HTTP URL Dependency Feature: An example of RDD in a package s dependencies list. It s not even counted as a real dependency. (Credit: https://t.co/FglD6qwCu0) Having another security threat emanating from https://t.co/472ofo6Mlu,,1,en,Santa Cruz,1,0,0,0,,2025-10-31 09:56:22
1984085914449006800,1984085914449006800,TweetThreatNews,,Major breaches reported include Vinomofo s data protection ruling and a large Conduent hack. Rising NPM credential theft and AI misuse targeting execs highlight expanding attack vectors. #Vinomofo #NPMTheft #Australia https://t.co/a1RsVlagwB,,https://x.com/TweetThreatNews/status/1984085914449006811,en,Indonesia,1,0,0,0,1859780116014141400,2025-10-31 09:31:59
1984080812539552000,1984080812539552000,1128844212605259776,,PhantomRaven Attack Exploits NPM s Unchecked HTTP URL Dependency Feature#hackaday An example of RDD in a package s dependencies list. It s not even counted as a real dependency. (Credit: https://t.co/q7TlPRJvan) Having another security threat emanati https://t.co/Z4ZQ5RhuBu https://t.co/jcAXzh276Z,https://pbs.twimg.com/media/G4je--3WIAAGETR.jpg,0,en,Wilmington,0,0,0,0,,2025-10-31 09:11:42
1984078491827204600,1984078491827204600,hackaday,,PhantomRaven Attack Exploits NPM s Unchecked HTTP URL Dependency Feature https://t.co/HHSjbwEqJG,,https://x.com/hackaday/status/1984078491827204524,en,Everywhere,4,0,0,0,14607140,2025-10-31 09:02:29
1984072077494604000,1984072077494604000,DailyAITechNews,, Recent npm supply chain attack exposes major vulnerabilities fueled by AI advancements. The 's1ngularity' and 'Shai-Hulud' attacks compromised **hundreds of packages** leveraging AI tools to automate credential theft and data exfiltration redefining modern cybersecurity https://t.co/EBUD1Lmgg3,https://pbs.twimg.com/media/G4jXChJXgAAWFoz.jpg,https://x.com/DailyAITechNews/status/1984072077494603955,en,,0,0,0,0,1619496011520688000,2025-10-31 08:37:00
1984000858997006600,1984000858997006600,samilaiho,,PhantomRaven attack floods npm with credential-stealing packages https://t.co/a4Z6LBcB8y,,https://x.com/samilaiho/status/1984000858997006542,en,Finland,1,0,0,0,268777564,2025-10-31 03:54:00
1983994837746471200,1983994837746471200,771488794478542848,, Let s talk token deprecation: GitHub is saying goodbye to time-based tokens to prevent package hijacking. Start transitioning your workflows now don t wait for the next worm attack. #cybersec #programming #NetworkSecurity https://t.co/kCdV27fJtQ,,0,en,Midland Park,0,0,0,0,,2025-10-31 03:30:04
1983977190518878700,1983967510467633400,Todd_CISO,rauchg,@rauchg @aisdk Guillermo before we celebrate 4.1M downloads.. has anyone *actually* done a formal risk assessment on running AI workloads in JavaScript? Last time someone used npm install in my org we spent three weeks explaining to Legal what a supply chain attack is...,,https://x.com/Todd_CISO/status/1983977190518878693,en,RSA Conference Hallway,11,0,2,0,1982523564462125000,2025-10-31 02:19:57
1983967613198958800,1983967613198958800,RedSiege,,PhantomRaven hits npm with 126 fake packages at over 86 000 downloads stealing credentials via hidden remote dependencies and AI slopsquatting. Via @BleepinComputer https://t.co/FNQUCy2mF2 #hacking #infosec #cybersecurity,,https://x.com/RedSiege/status/1983967613198958739,en,Worldwide,3,0,0,0,910214423205302300,2025-10-31 01:41:53
1983958478252388600,1983958478252388600,Komodosec,,GitHub Aims to Secure Supply Chain as NPM Hacks Ramp Up https://t.co/ERLxUlqdF8,,https://x.com/Komodosec/status/1983958478252388581,en,,0,0,0,0,2864425807,2025-10-31 01:05:36
1983955820703256800,1983955820703256800,dailytechonx,,Alert: 10 malicious npm packages auto-execute on install deploying multi-stage credential harvesters across platforms. Developers verify packages and monitor installations. https://t.co/AabGwYQgM4 #Security #npm #Attack #Cyber #Malware #Packages #Install #Credentials,,https://x.com/dailytechonx/status/1983955820703256855,en,Earth 🌎 ,0,0,0,0,1744740925593776000,2025-10-31 00:55:02
1983950772527100200,1983950772527100200,1850159093266223104,,npm Supply Chain Attack Limited Damage But Lingering Risks in Crypto Security. The crypto ecosystem is still buzzing from the September 8 2025 npm supply chain attack where hackers compromised #Hacked #HackedWallet #WalletRecovery #Crypto #CryptoRecovery #Bitcoin #SOL https://t.co/5lWKzYV0rp,https://pbs.twimg.com/media/G4hotcuXcAAMXg3.jpg,1,en,Central Huron,0,0,0,0,,2025-10-31 00:34:58
1983939172605026600,1983939172605026600,TechNadu,, 10 npm packages → Credential Harvesters. Fake CAPTCHAs IP fingerprinting &amp; PyInstaller-based malware targeting Windows macOS &amp; Linux - all hidden under typosquatted names like typescriptjs &amp; etherdjs. How does your team detect supply chain abuse? ️ Follow @TechNadu https://t.co/TmPGc6jYdy,https://pbs.twimg.com/media/G4hd5iPWQAAqIFE.jpg,https://x.com/TechNadu/status/1983939172605026669,en,Tirupur,0,0,0,0,820158776707719200,2025-10-30 23:48:53
1983927921967235300,1983927921967235300,1837247584651419649,,PhantomRaven Malware Found in 126 npm Packages Stealing GitHub Tokens From Devs Cybersecurity researchers have uncovered yet another active software supply chain attack campaign ta #phantomraven #malware #found #packages #stealing #github #tokens #from #devs https://t.co/nbp4dfja4P,https://pbs.twimg.com/media/G4hT7VNWsAEvYPr.jpg,0,en,Dublin,1,0,0,0,,2025-10-30 23:04:10
1983919430011687000,1983919430011687000,93014855,,Seguridad JS en 2025: tu app es tan segura como tu npm install. Supply chain attacks crecen y nadie quiere frenar el delivery. Como full‑stack comparo 2 enfoques y mi solución para blindar el pipeline sin perder velocidad. #DevSecOps #CICD,,0,es,Andorra la Vieja,0,0,0,1,,2025-10-30 22:30:26
1983918658683339000,1983918658683339000,LacTranAn,,Just a reminder: the biggest NPM supply chain attack of 2025 mainly affects active devs who run 'npm install' often. As always the road to success comes with its risks. https://t.co/g6uUBBRL8r,https://pbs.twimg.com/media/G4hKzXEa8AEpPA5.png,https://x.com/LacTranAn/status/1983918658683339122,en,Vietnam,0,0,0,0,1802939266852630500,2025-10-30 22:27:22
1983912592960844000,1983912592960844000,Komodosec,,Our plan for a more secure npm supply chain https://t.co/ZYcXqWyiHD,,https://x.com/Komodosec/status/1983912592960844111,en,,0,0,0,0,2864425807,2025-10-30 22:03:16
1983908422719291400,1983908422719291400,it_branschen,,PhantomRaven npm supply chain attack 126 skadliga npm-paket och dolda beroenden - https://t.co/ASJIoT3Fiw https://t.co/iudU0lP2ht,https://pbs.twimg.com/media/G4hCMnwXIAA_OYO.jpg,https://x.com/it_branschen/status/1983908422719291411,sv,Sweden,1,0,0,0,1717129078191308800,2025-10-30 21:46:41
1983902820735631600,1983902820735631600,340491651,,[The Register - Security] Invisible npm malware pulls a disappearing act then nicks your tokens. PhantomRaven slipped over a hundred credential-stealing packages into npm A new supply chain attack dubbed PhantomRaven has flooded the npm registry... https://t.co/MLUkvvpSkW,,0,en,Dubai,0,0,0,0,,2025-10-30 21:24:26
1983901146704969700,1983901146704969700,z3nch4n,,PhantomRaven hit npm with 200+ typosquatting packages that ran postinstall scripts to steal .npmrc SSH keys and env vars. Audit deps pin lockfiles enable 2FA. How do you defend your supply chain? ‍⬛ https://t.co/Y7u4GrgpGX #InfoSec #npm #SupplyChain,,https://x.com/z3nch4n/status/1983901146704969745,en,,1,0,0,0,15471332,2025-10-30 21:17:47
1983892035238322400,1983892035238322400,Cyb3rR3s34rch,,Originally from DataDog: Learnings from recent npm supply chain compromises https://t.co/guisrjW4Kd ( :-{ı▓ #cloudsecurity #datadog #cyberresearch https://t.co/TAV0D7NVpW,https://pbs.twimg.com/media/G4gzSxja8AMvKwB.jpg,https://x.com/Cyb3rR3s34rch/status/1983892035238322353,en,,3,0,0,1,1805626562886148000,2025-10-30 20:41:34
1983891552557502700,1983891552557502700,R4yt3d,,A Cyber Security news article you may be interested in: PhantomRaven Attack Involves 126 Malicious npm Packages with Over 86 000 Downloads Hiding Malicious Code https://t.co/sn1vTm2AvX,,https://x.com/R4yt3d/status/1983891552557502636,en,USA,0,0,0,0,1688680889608265700,2025-10-30 20:39:39
1983890518774804500,1983890518774804500,mybroadband,,Hackers try to hijack developers using Claude Code Supply chain security company Safety has discovered a trojan in NPM that masqueraded as Anthropic's popular Claude Code AI software development assistant. https://t.co/27k76obig0,,https://x.com/mybroadband/status/1983890518774804482,en,South Africa,3,0,0,0,14881608,2025-10-30 20:35:33
1983882576059077000,1983882576059077000,TweetThreatNews,,ReversingLabs uncovered Shai-hulud a self-replicating npm worm targeting dev accounts to inject malicious scripts stealing tokens and exfiltrating data from npm GitHub AWS GCP affecting ngx-bootstrap and others. #npmAttack #GitHubBreach #USA https://t.co/xtUN1PW7qY,,https://x.com/TweetThreatNews/status/1983882576059077011,en,Indonesia,0,0,0,0,1859780116014141400,2025-10-30 20:03:59
1983858267236282400,1983858267236282400,340491651,,[TheHackersNews] PhantomRaven Malware Found in 126 npm Packages Stealing GitHub Tokens From Devs. Cybersecurity researchers have uncovered yet another active software supply chain attack campaign targeting the npm registry with over 100 malicious... https://t.co/QlG7AXTqGM,,0,en,Dubai,0,0,0,0,,2025-10-30 18:27:23
1983847798911959000,1983847798911959000,UndercodeNews,, PhantomRaven: The Global npm Supply Chain Attack Targeting Developers https://t.co/Aq4kIa9jtS,,https://x.com/UndercodeNews/status/1983847798911959106,en,,0,0,0,0,1159818353973895200,2025-10-30 17:45:48
1983840535988334800,1983840535988334800,lynxluna,,NPM.. lagi. Vulnerability dari supply chain via invisible dependencies. Minta ama A.I. dikasi dependencies ternyata malicious. Ga ada due diligence. Janganlah kau kecanduan dependencies~,,https://x.com/lynxluna/status/1983840535988334811,in,Secang,8,0,0,0,69194832,2025-10-30 17:16:56
1983802605597028600,1983802605597028600,ohhara_shiojiri,,PhantomRaven Attack Discovered in 126 Malicious npm Packages Exceeding 86 000 Downloads https://t.co/KigJvphwOs,,https://x.com/ohhara_shiojiri/status/1983802605597028696,en,JAPAN,0,0,0,0,76581660,2025-10-30 14:46:13
1983775935347273700,1983775935347273700,foxbook,,PhantomRaven攻撃により、認証情報を盗むパッケージがnpmに殺到 PhantomRaven attack floods npm with credential-stealing packages #Bleepingcomputer (Oct 29) https://t.co/jX5bmpj81Y,,https://x.com/foxbook/status/1983775935347273805,ja,東京都,0,0,0,0,64687300,2025-10-30 13:00:14
1983765347183555000,1983765347183555000,xcybersecnews,,️ Malicious NPM packages are using 'invisible' dependencies to hide in plain sight making them extremely difficult to detect! This poses a significant threat to your software supply chain. Learn how to spot these hidden dangers: #AppSec #Cybersecurity ⤵️,,https://x.com/xcybersecnews/status/1983765347183555006,en,Worldwide,1,0,1,0,1932887332392226800,2025-10-30 12:18:10
1983743090570723600,1983743090570723600,UndercodeNews,, Malicious npm Packages Launch Infostealer Attack Across #Windows #macOS &amp; #Linux https://t.co/7uk8ExyExs,,https://x.com/UndercodeNews/status/1983743090570723570,en,,0,0,0,0,1159818353973895200,2025-10-30 10:49:43
1983734398504857600,1983734398504857600,zeeshankghouri,,PhantomRaven attack floods npm with credential-stealing packages https://t.co/y1C19NgxhR An active campaign named 'PhantomRaven' is targeting developers with dozens of malicious npm packages that steal authentication tokens CI/CD secrets and GitHub credentials.,,https://x.com/zeeshankghouri/status/1983734398504857638,en,Everywhere,1,0,0,0,2780842141,2025-10-30 10:15:11
1983718041109377300,1983718041109377300,CyberSecuriUS,,Supply Chain Alert: PhantomRaven Floods npm with Stealer Malware https://t.co/IIYghwqBOv,,https://x.com/CyberSecuriUS/status/1983718041109377251,en,Down-Town Raleigh 27601 NC USA,0,0,0,0,1903174810760515600,2025-10-30 09:10:11
1983707193712185900,1983707193712185900,iototsecnews,,AdaptixC2 の悪用を検出：npm 汚染を狙う脅威アクターのポスト・エクスプロイト手法とは？ https://t.co/YK3f6kKiM7 npm で起こったインシデントは、攻撃者が正規パッケージ名に似せたタイポスクワッティングで信頼を奪い、インストール直後に自動実行されるポスト・インストール・スクリプトを用いて,,https://x.com/iototsecnews/status/1983707193712185828,ja,,0,0,0,1,1415241928921129000,2025-10-30 08:27:05
1983682945362920000,1983682945362920000,ySlm3t90cvQbgbM,,PhantomRaven attack floods npm with credential-stealing packages https://t.co/y8c08Jjo6M,,https://x.com/ySlm3t90cvQbgbM/status/1983682945362919837,en,,0,0,0,0,857017715097165800,2025-10-30 06:50:43
1983666087494660600,1983666087494660600,804487856085467137,,攻撃活動 PhantomRaven により認証情報を窃取するnpmパッケージが大量に投下されている。Koi Security社報告。126パッケージで累計86 000回以上ダウンロードされている。AIのハルシネーションによる推奨 スロップスクワッティング を狙うパッケージも。 https://t.co/yE9hkFIMM5,,0,ja,Tokyo,2,0,0,0,,2025-10-30 05:43:44
1983648726226030800,1983648726226030800,orenyomtov,,This was a particularly clever supply chain attack to investigate - the malicious code was hidden so it didn t show up anywhere not even on npm Full breakdown in the post below,,https://x.com/orenyomtov/status/1983648726226030762,en,Tel Aviv,10,0,2,1,39223570,2025-10-30 04:34:45
1983645838019592400,1983645838019592400,Cymulate_Ltd,,The npm ecosystem powers millions of applications and that scale makes it a prime target. More from Cymulate's Idan Sherman: https://t.co/D7DIXxoWB6 https://t.co/2UP1qr5LmZ,https://pbs.twimg.com/ext_tw_video_thumb/1983645775155302400/pu/img/_v246K6YPuKfUKxD.jpg,https://x.com/Cymulate_Ltd/status/1983645838019592530,en,,0,0,1,0,1966232231426633700,2025-10-30 04:23:16
1983642329455194600,1983642102291690000,grok,OCharlie30051,@OCharlie30051 @arstechnica Supply chain attacks like this NPM flood underscore why vigilance in package management is crucial. Developers must scan dependencies rigorously tools like npm audit or Sigstore can help verify integrity. Ultimately it reinforces the need for reproducible builds and minimal,,https://x.com/grok/status/1983642329455194542,en,wherever you are,0,0,0,0,1720665183188922400,2025-10-30 04:09:20
1983623881031328000,1983623881031328000,WhisperingJack3,,PhantomRaven attack floods npm with credential-stealing packages https://t.co/P0a6OTpjrn,,https://x.com/WhisperingJack3/status/1983623881031328039,en,,0,0,0,0,1513818062117830700,2025-10-30 02:56:01
1983608422173176000,1983608422173176000,allaboutclait,,PhantomRaven attack floods npm with credential-stealing packages https://t.co/zHRXW3Thg3 #infosec,,https://x.com/allaboutclait/status/1983608422173176072,en,Shropshire,0,0,0,0,20324329,2025-10-30 01:54:36
1983588635132805400,1983588635132805400,TweetThreatNews,,PhantomRaven campaign floods npm with credential-stealing packages using remote dynamic dependencies. Malicious packages mimic tools like GitLab to harvest tokens and secrets. #PhantomRaven #JavaScriptSecurity #npmAttack https://t.co/s0h2E07zCm,,https://x.com/TweetThreatNews/status/1983588635132805252,en,Indonesia,0,0,0,0,1859780116014141400,2025-10-30 00:35:58
1983587148935917600,1983587148935917600,ScyScan,,#PhantomRaven attack floods #npm with credential-stealing #packages https://t.co/g3Ef6QvJJR,,https://x.com/ScyScan/status/1983587148935917686,en,,0,0,0,0,1813572470957277200,2025-10-30 00:30:04
1983577827082449200,1981692149931323600,8325052,KeystoneWallet,@KeystoneWallet @safe Thanks but I think @safe is irrelevant for Solana. Pro tip: a lot of people in Solana are angry with Ledger for: a) lying about having clear signing during the npm attack b) charging people for clear signing recently We use @solflare and @phantom . If you want money from,,0,en,New York,3,0,0,1,,2025-10-29 23:53:01
1983572571242045400,1983572571242045400,1366773343634997255,,Developers beware: the PhantomRaven attack is inundating npm with malicious packages designed to steal authentication tokens CI/CD secrets and GitHub credentials. Stay informed and protect your projects. Read more about this urgent threat here: https://t.co/ocfcNXDbTd.,,0,en,Haysville,0,0,0,0,,2025-10-29 23:32:08
1983571605935845400,1983571605935845400,TheCyberSecHub,,PhantomRaven attack floods npm with credential-stealing packages https://t.co/lbAEsqUHrm #Security,,https://x.com/TheCyberSecHub/status/1983571605935845487,en,Global,1,0,0,0,792791914525429800,2025-10-29 23:28:18
